nct_id,brief_title,phase,enrollment_actual,lead_sponsor_class,conditions,duration_days,num_sites,num_countries,num_arms,num_interventions,enrollment_per_site,has_multiple_arms,num_inclusion_criteria,num_exclusion_criteria,total_criteria,criteria_text_length,min_age_years,max_age_years,age_range_years,sex_restricted,is_phase2,is_phase3,is_industry_sponsored,is_cancer,is_diabetes,is_hiv,is_asthma,is_pain,is_hypertension,is_depression,is_schizophrenia,enrollment_success
NCT01616459,Immunogenicity and Safety of Two Formulations of GSK Biologicals' Pneumococcal Vaccine (2830929A and 2830930A) When Administered in Healthy Infants,PHASE2,953.0,INDUSTRY,"Infections, Streptococcal",560,42,4,4,5,22.69047619047619,1,5,16,21,3558,0.11538461538461539,0.23076923076923078,0.11538461538461539,0,1,0,1,0,0,0,0,0,0,0,0,1
NCT00448201,Reduced-Intensity Busulfan and Fludarabine With or Without Antithymocyte Globulin Followed by Donor Stem Cell Transplant in Treating Patients With Hematologic Cancer or Other Disease,PHASE2,71.0,OTHER,"Chronic Myeloproliferative Disorders, Leukemia, Lymphoma, Multiple Myeloma and Plasma Cell Neoplasm, Myelodysplastic Syndromes",502,1,1,4,9,71.0,1,17,0,17,4097,10.0,65.0,47.0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCT01166139,Nilotinib in the Treatment of Systemic Sclerosis,PHASE2,10.0,OTHER,Systemic Sclerosis,1645,1,1,1,1,10.0,0,0,0,0,2992,18.0,65.0,47.0,0,1,0,0,0,0,0,0,0,0,0,0,0
NCT06442137,A Clinical Trial of Chazhu Xiaozhi Decoction Against Non-alcoholic Fatty Liver Disease,PHASE2,70.0,OTHER,"Hepatic Steatosis, Symptoms and Signs",169,1,1,2,2,70.0,1,0,0,0,2157,18.0,50.0,32.0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCT00352365,Lenalidomide in Treating Older Patients With Acute Myeloid Leukemia,PHASE2,41.0,NIH,"Adult Acute Basophilic Leukemia, Adult Acute Eosinophilic Leukemia, Adult Acute Megakaryoblastic Leukemia (M7), Adult Acute Minimally Differentiated Myeloid Leukemia (M0), Adult Acute Monoblastic Leukemia (M5a)",1827,54,1,1,1,0.7592592592592593,0,25,0,25,2069,60.0,65.0,47.0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCT01337167,"Safety, Tolerability, and Immunogenicity of V419 Given Concomitantly With Prevnar 13™ and RotaTeq™ (V419-005)",PHASE3,1473.0,INDUSTRY,"Bacterial Infections, Virus Diseases",751,0,0,2,8,1473.0,1,2,6,8,1168,0.12602739726027398,0.24383561643835616,0.11780821917808218,0,0,1,1,0,0,0,0,0,0,0,0,1
NCT04370262,Multi-site Adaptive Trials for COVID-19,PHASE3,233.0,OTHER,COVID-19,153,5,1,2,2,46.6,1,0,0,0,2191,18.0,65.0,47.0,0,0,1,0,0,0,0,0,0,0,0,0,1
NCT01895855,"Safety and Efficacy Challenge Study of Live Oral Cholera Vaccine Candidate,PXVX0200, to Prevent Cholera",PHASE3,197.0,INDUSTRY,Cholera,426,3,1,2,2,65.66666666666667,1,13,9,22,1019,18.0,45.0,27.0,0,0,1,1,0,0,0,0,0,0,0,0,0
NCT00461006,A Comparison of the Effects of Aleglitazar and Actos on Renal Function on Patients With Type 2 Diabetes.,PHASE2,176.0,INDUSTRY,Diabetes Mellitus Type 2,458,52,5,2,2,3.3846153846153846,1,4,6,10,487,18.0,75.0,57.0,0,1,0,1,0,1,0,0,0,0,0,0,1
NCT00696332,Talampanel for Amyotrophic Lateral Sclerosis (ALS),PHASE2,559.0,INDUSTRY,ALS,608,24,10,3,3,23.291666666666668,1,0,0,0,1016,18.0,80.0,62.0,0,1,0,1,0,0,0,0,0,0,0,0,1
NCT02674386,"Long-term Observational Study of Subjects From Tanezumab Studies Who Undergo a Total Knee, Hip or Shoulder Replacement",PHASE3,154.0,INDUSTRY,Osteoarthritis,1056,79,15,1,1,1.9493670886075949,0,4,0,4,430,18.0,65.0,47.0,0,0,1,1,0,0,0,0,0,0,0,0,0
NCT00351377,Gastrointestinal and Health-related Quality of Life Outcomes in Patients With Autoimmune Diseases Treated With Mycophenolate,PHASE3,111.0,INDUSTRY,Autoimmune Disease,1096,1,1,1,1,111.0,0,0,0,0,1166,18.0,65.0,47.0,0,0,1,1,0,0,0,0,0,0,0,0,0
NCT02680041,18F Fluciclovine (FACBC) PET/CT in Patients With Rising PSA After Initial Prostate Cancer Treatment,PHASE3,221.0,INDUSTRY,Prostate Cancer,518,17,1,1,1,13.0,0,9,4,13,1393,18.0,65.0,47.0,1,0,1,1,1,0,0,0,0,0,0,0,0
NCT02558439,"Study to Evaluate the Safety and Efficacy of CNTX-4975 in Subjects With Chronic, Moderate to Severe Osteoarthritis Knee Pain",PHASE2,175.0,INDUSTRY,Osteoarthritis,547,22,1,3,2,7.954545454545454,1,6,13,19,2151,45.0,80.0,35.0,0,1,0,1,0,0,0,0,0,0,0,0,1
NCT00893139,"A Study of AL-38583 Ophthalmic Solution 0.05%, 0.010% Versus AL-38583 Vehicle for Dry Eye",PHASE2,765.0,INDUSTRY,Dry Eye,215,0,0,3,3,765.0,1,4,2,6,483,18.0,65.0,47.0,0,1,0,1,0,0,0,0,0,0,0,0,1
NCT05440916,Palliative RadIotherapy of Multiple Metastatic Sites Before First Line of Systemic Therapy With Immune Checkpoint Inhibitors and Chemotherapy in Metastatic Non-Small-Cell Lung Cancer,PHASE2,50.0,OTHER,"Carcinoma, Non-Small-Cell Lung, Metastatic Lung Non-Small Cell Carcinoma, Non Small Cell Lung Cancer",1145,3,1,2,2,16.666666666666668,1,9,15,24,3069,18.0,65.0,47.0,0,1,0,0,1,0,0,0,0,0,0,0,1
NCT04450329,A Study to Compare SB15 (Proposed Aflibercept Biosimilar) to Eylea in Subjects With Neovascular Age-related Macular Degeneration (AMD),PHASE3,449.0,INDUSTRY,Neovascular Age-related Macular Degeneration,631,38,10,2,2,11.81578947368421,1,0,0,0,6453,50.0,65.0,47.0,0,0,1,1,0,0,0,0,0,0,0,0,1
NCT01300013,Study to Evaluate the Safety and Efficacy of IV Infusion Treatment With Omecamtiv Mecarbil in Subjects With Left Ventricular Systolic Dysfunction Hospitalized for Acute Heart Failure (ATOMIC-AHF),PHASE2,614.0,INDUSTRY,Heart Failure,884,150,19,2,2,4.093333333333334,1,5,5,10,986,18.0,85.0,67.0,0,1,0,1,0,0,0,0,0,0,0,0,1
NCT02624765,Prospective Randomized Clinical Trial of Fetal Atrial Flutter & Supraventricular Tachycardia Therapy (FAST RCT),PHASE3,105.0,OTHER,"Fetal Atrial Flutter Without Hydrops, Fetal Supraventricular Tachycardia Without Hydrops, Fetal Supraventricular Tachycardia With Hydrops",2953,22,6,6,6,4.7727272727272725,1,0,0,0,2074,16.0,50.0,34.0,1,0,1,0,0,0,0,0,0,0,0,0,1
NCT01654445,TNK-tPA Evaluation for Minor Ischemic Stroke With Proven Occlusion,PHASE2,50.0,OTHER,Ischemic Stroke,730,1,1,1,1,50.0,0,0,0,0,2776,18.0,65.0,47.0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCT02578771,Pilot Clinical Evaluation to Characterize in Vivo Effects of Topically Applied ZuraPrep & ZuraPrep Vehicle,PHASE3,123.0,INDUSTRY,Surgical Site Infection,92,1,1,4,4,123.0,1,6,11,17,2326,18.0,65.0,47.0,0,0,1,1,0,0,0,0,0,0,0,0,0
NCT02028338,Study of Dapivirine Vaginal Ring (VR) in Adolescents,PHASE2,96.0,INDUSTRY,Human Immunodeficiency Virus,1442,11,1,2,2,8.727272727272727,1,0,0,0,6197,15.0,17.0,2.0,1,1,0,1,0,0,0,0,0,0,0,0,1
NCT00638781,Desmoteplase in Acute Ischemic Stroke (DIAS),PHASE2,104.0,INDUSTRY,Stroke,944,1,1,4,4,104.0,1,4,5,9,1203,18.0,85.0,67.0,0,1,0,1,0,0,0,0,0,0,0,0,1
NCT02148445,Smoking Cessation Versus Long-term Nicotine Replacement Among High-risk Smokers,PHASE3,398.0,OTHER,"Smoking, Pulmonary Disease, Chronic Obstructive, Tobacco Use Disorder",945,1,1,2,3,398.0,1,6,5,11,586,18.0,65.0,47.0,0,0,1,0,0,0,0,0,0,0,0,0,1
NCT02953457,"Olaparib, Durvalumab, and Tremelimumab in Treating Patients With Recurrent or Refractory Ovarian, Fallopian Tube or Primary Peritoneal Cancer With BRCA1 or BRCA2 Mutation",PHASE2,40.0,OTHER,"BRCA1 Gene Mutation, BRCA2 Gene Mutation, Ovarian Serous Adenocarcinoma, Recurrent Fallopian Tube Carcinoma, Recurrent Ovarian Carcinoma",2604,2,1,1,4,20.0,0,24,29,53,11171,18.0,65.0,47.0,1,1,0,0,0,0,0,0,0,0,0,0,1
NCT02655653,Efficacy of Tranexamic Acid and Epsilon-aminocaproic Acid in Reducing Bleeding and Transfusions in Cardiac Surgery,PHASE3,114.0,OTHER,Bleeding,2556,0,0,2,2,114.0,1,2,16,18,1279,18.0,65.0,47.0,0,0,1,0,0,0,0,0,0,0,0,0,1
NCT00762034,"A Study of Pemetrexed, Carboplatin and Bevacizumab in Participants With Nonsquamous Non-Small Cell Lung Cancer",PHASE3,939.0,INDUSTRY,Non-small Cell Lung Cancer,2191,67,1,2,6,14.014925373134329,1,8,20,28,3239,18.0,65.0,47.0,0,0,1,1,1,0,0,0,0,0,0,0,1
NCT01185158,A Phase II Study of 250-mg ZD1839 Monotherapy in Recurrent or Metastatic or Both Recurrent and Metastatic Squamous Cell Carcinoma,PHASE2,46.0,OTHER,Head and Neck Cancer,3105,1,1,1,1,46.0,0,11,7,18,1851,18.0,65.0,47.0,0,1,0,0,1,0,0,0,0,0,0,0,1
NCT00267956,An Effectiveness and Safety Study of CNTO 1275 in Patients With Active Psoriatic Arthritis,PHASE2,146.0,INDUSTRY,Psoriatic Arthritis,638,25,5,2,2,5.84,1,6,7,13,3070,18.0,65.0,47.0,0,1,0,1,0,0,0,0,0,0,0,0,1
NCT02465450,"Safety, Tolerability, Pharmacokinetics, and Efficacy of JBT-101 (Lenabasum) in Cystic Fibrosis",PHASE2,85.0,INDUSTRY,Cystic Fibrosis,456,27,7,6,2,3.1481481481481484,1,3,3,6,1293,18.0,65.0,47.0,0,1,0,1,0,0,0,0,0,0,0,0,1
NCT02012582,Phase 2 a Study to Assess Safety and Pharmacokinetics of VAS203 in Patients With Traumatic Brain Injury,PHASE2,32.0,INDUSTRY,Traumatic Brain Injury,1035,6,5,4,2,5.333333333333333,1,8,18,26,1868,18.0,65.0,47.0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCT01143246,"A Placebo-Controlled, Double-Blind Study to Confirm the Reversal of Hepatorenal Syndrome Type 1 With Terlipressin",PHASE3,196.0,INDUSTRY,Hepatorenal Syndrome,942,73,2,2,2,2.684931506849315,1,0,0,0,3585,18.0,65.0,47.0,0,0,1,1,0,0,0,0,0,0,0,0,0
NCT03778593,FOLFIRINOX for 2nd-line Treatment of BTC,PHASE2,34.0,OTHER,Biliary Tract Cancer,685,1,1,1,5,34.0,0,0,0,0,3876,20.0,65.0,47.0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCT01029340,Trial to Evaluate the Efficacy and Safety of a New Full Length Recombinant Human FVIII for Hemophilia A,PHASE3,74.0,INDUSTRY,"Blood Coagulation Disorders, Hemophilia A",1186,60,22,5,4,1.2333333333333334,1,5,5,10,861,12.0,65.0,53.0,1,0,1,1,0,0,0,0,0,0,0,0,0
NCT00536926,Telecommunication Via Cell Phones During Post-Operative Treatment After Lung Transplantation,PHASE3,56.0,OTHER,Lung Transplantation,731,1,1,2,3,56.0,1,1,2,3,248,18.0,65.0,47.0,0,0,1,0,0,0,0,0,0,0,0,0,0
NCT00089505,NNRTI vs PI Regimens for HIV Infected Women After They Have Taken Nevirapine to Prevent Mother-To-Child HIV Transmission,PHASE3,745.0,NETWORK,HIV Infections,1551,11,7,4,5,67.72727272727273,1,12,9,21,2375,13.0,65.0,47.0,1,0,1,0,0,0,1,0,0,0,0,0,1
NCT05458765,Project Engage: Oral PrEP Acceptability,PHASE2,330.0,OTHER,"Acceptability of Health Care, Adherence, Medication",765,3,2,2,2,110.0,1,0,0,0,2409,15.0,24.0,9.0,1,1,0,0,0,0,0,0,0,0,0,0,1
NCT01167426,Evaluation of Two Glatiramer Acetate (GA) Formulations in Relapsing-Remitting Multiple Sclerosis (RRMS) Patients,PHASE3,148.0,INDUSTRY,Multiple Sclerosis,153,0,0,1,2,148.0,0,5,7,12,1440,18.0,65.0,47.0,0,0,1,1,0,0,0,0,0,0,0,0,0
NCT05492409,Study of the Safety and Immunogenicity of Long-term GNR-069 Therapy in ITP Patients,PHASE3,160.0,INDUSTRY,Idiopathic Thrombocytopenic Purpura,737,13,1,1,1,12.307692307692308,0,1,3,4,392,18.0,75.0,57.0,0,0,1,1,0,0,0,0,0,0,0,0,0
NCT01625494,Study of Efficacy and Safety of Irbesartan/Amlodipine 4 Fixed Combination Therapy in Hypertensive Patients Uncontrolled on Irbesartan or Amlodipine Monotherapy,PHASE3,158.0,INDUSTRY,Hypertension,245,1,1,4,4,158.0,1,5,13,18,1973,18.0,65.0,47.0,0,0,1,1,0,0,0,0,0,1,0,0,0
NCT03066778,A Study of Pembrolizumab (MK-3475) in Combination With Etoposide/Platinum (Cisplatin or Carboplatin) for Participants With Extensive Stage Small Cell Lung Cancer (MK-3475-604/KEYNOTE-604),PHASE3,453.0,INDUSTRY,Small Cell Lung Cancer (SCLC),1603,148,19,2,5,3.060810810810811,1,8,26,34,5392,18.0,65.0,47.0,0,0,1,1,1,0,0,0,0,0,0,0,1
NCT02803892,Monotherapy With Rapamycin in Long-standing Type 1 Diabetes,PHASE2,55.0,OTHER,"Diabetes Mellitus, Type 1",1034,1,1,3,4,55.0,1,6,13,19,1980,18.0,65.0,47.0,0,1,0,0,0,1,0,0,0,0,0,0,1
NCT00482729,MK0431A Comparative Study in Patients With Type 2 Diabetes (0431A-079)(COMPLETED),PHASE3,1246.0,INDUSTRY,Type 2 Diabetes Mellitus,678,0,0,2,2,1246.0,1,5,1,6,489,18.0,78.0,60.0,0,0,1,1,0,1,0,0,0,0,0,0,1
NCT00093054,Cranberry Juice for Treatment of Urinary Tract Infections,PHASE2/PHASE3,319.0,NIH,Urinary Tract Infections,1857,1,1,2,2,319.0,1,1,7,8,387,18.0,40.0,22.0,1,1,1,0,0,0,0,0,0,0,0,0,1
NCT00135512,Study Of 323U66 SR In Major Depressive Disorder,PHASE2,234.0,INDUSTRY,Depressive Disorder,908,7,1,1,1,33.42857142857143,0,3,9,12,858,18.0,64.0,46.0,0,1,0,1,0,0,0,0,0,0,0,0,1
NCT03779178,Landiolol in Postoperative Atrial Fibrillation,PHASE3,58.0,OTHER,Atrial Fibrillation,321,1,1,2,2,58.0,1,3,10,13,656,18.0,65.0,47.0,0,0,1,0,0,0,0,0,0,0,0,0,0
NCT03665311,Saline Versus Albumin Fluid for Extracorporeal Removal With Slow Low Efficiency Dialysis Feasibility Study,PHASE2,60.0,OTHER,"Renal Replacement Therapy, Acute Kidney Injury, Hypotension",296,1,1,2,2,60.0,1,0,0,0,373,18.0,65.0,47.0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCT05084235,The Cardiac Effects of Empagliflozin in Patients With High Risk of Heart Failure,PHASE2,191.0,OTHER,"Heart Failure, Obesity",1232,2,1,2,2,95.5,1,7,15,22,948,60.0,84.0,24.0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCT03271021,A Study to Evaluate the Efficacy and Safety of Topical Administration of FMX101 in the Treatment of Moderate-to-Severe Acne Vulgaris,PHASE3,1488.0,INDUSTRY,Acne Vulgaris,414,98,1,2,2,15.183673469387756,1,0,0,0,785,9.0,65.0,47.0,0,0,1,1,0,0,0,0,0,0,0,0,1
NCT01126892,"A Study of Nilotinib in Adult Patients With Imatinib Resistant or - Intolerant Chronic Myeloid Leukemia in Blast Crisis, Accelerated Phase or Chronic Phase",PHASE3,6.0,INDUSTRY,Chronic Myeloid Leukemia,819,2,2,1,1,3.0,0,0,0,0,814,18.0,65.0,47.0,0,0,1,1,0,0,0,0,0,0,0,0,0
NCT01955174,Botulinum Toxin Injection in Hypercontractile Esophagus,PHASE2,24.0,OTHER,Nutcracker Oesophagus,1642,2,1,2,2,12.0,1,7,17,24,1421,18.0,65.0,47.0,0,1,0,0,0,0,0,0,0,0,0,0,0
NCT03977584,Tau Positron Emission Tomography (PET) Longitudinal Substudy Associated With: Study of Crenezumab Versus Placebo in Preclinical Presenilin1 (PSEN1) E280A Mutation Carriers in the Treatment of Autosomal-Dominant Alzheimer's Disease,PHASE2,114.0,INDUSTRY,Alzheimer Disease,1044,1,1,3,3,114.0,1,0,0,0,517,30.0,60.0,30.0,0,1,0,1,0,0,0,0,0,0,0,0,1
NCT01190813,Levodopa for the Treatment of Residual Amblyopia,PHASE3,139.0,OTHER,Amblyopia,1308,1,1,2,3,139.0,1,0,0,0,4704,7.0,12.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1
NCT00283946,"A Double-blind, Group-comparison Study Using Zolpidem (Myslee) as a Comparative Drug in Patients With Insomnia",PHASE3,876.0,INDUSTRY,"Sleep Initiation and Maintenance Disorders, Sleep Disorders",640,8,1,2,2,109.5,1,2,2,4,246,20.0,64.0,44.0,0,0,1,1,0,0,0,0,0,0,0,0,1
NCT00171002,Efficacy and Safety of Valsartan/Amlodipine Combination in Hypertensive Patients Not Controlled With Amlodipine Alone,PHASE3,936.0,INDUSTRY,Hypertension,212,2,2,1,1,468.0,0,1,5,6,394,18.0,65.0,47.0,0,0,1,1,0,0,0,0,0,1,0,0,1
NCT03477799,The Effect of Transcranial Direct Current Stimulation on Decision Making and Cognitive Flexibility in Gambling Disorder,PHASE3,20.0,OTHER,Gambling Disorder,236,1,1,2,1,20.0,1,4,7,11,1202,18.0,65.0,47.0,1,0,1,0,0,0,0,0,0,0,0,0,0
NCT02570932,Administration of Expanded Autologous Adult Bone Marrow Mesenchymal Cells in Established Chronic Spinal Cord Injuries,PHASE2,10.0,OTHER,Spinal Cord Injury,857,1,1,1,1,10.0,0,0,0,0,2046,18.0,70.0,52.0,0,1,0,0,0,0,0,0,0,0,0,0,0
NCT01996319,"Randomized, Double-blind, Placebo-controlled, Multicenter, Cross-over Study to Assess the Effects of a 3 Week Therapy Each With QVA149 Versus Placebo on Pulmonary Function and Average Physical Activity Levels in Patients With COPD.",PHASE3,194.0,INDUSTRY,Chronic Obstructive Pulmonary Disease,304,30,1,2,2,6.466666666666667,1,0,0,0,2679,40.0,65.0,47.0,0,0,1,1,0,0,0,0,0,0,0,0,0
NCT00749216,Solanezumab Safety Study in Japanese Patients With Alzheimer's Disease,PHASE2,33.0,INDUSTRY,Alzheimer's Disease,304,6,1,3,1,5.5,1,2,15,17,3731,50.0,65.0,47.0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCT02035787,Metformin With the Levonorgestrel-Releasing Intrauterine Device for the Treatment of Complex Atypical Hyperplasia (CAH) and Endometrial Cancer (EC) in Non-surgical Patients,PHASE2,20.0,OTHER,"Complex Atypical Hyperplasia, Endometrial Cancer",3697,2,1,1,1,10.0,0,7,10,17,2040,18.0,65.0,47.0,1,1,0,0,1,0,0,0,0,0,0,0,0
NCT04006145,A Phase 2 Study of Elobixibat in Adults With NAFLD or NASH,PHASE2,47.0,INDUSTRY,"NAFLD, NASH",405,10,1,2,2,4.7,1,3,7,10,1307,18.0,65.0,47.0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCT00541125,G-CSF in Preventing Neutropenia During First-Line Treatment With Chemotherapy and Bevacizumab in Patients With Metastatic Colorectal Cancer,PHASE2,20.0,OTHER,Colorectal Cancer,2223,0,0,1,5,20.0,0,3,36,39,2390,18.0,74.0,56.0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCT01239927,Hartmann vs R/A in Peritonitis by Perforated Diverticulitis,PHASE2/PHASE3,100.0,OTHER,Peritonitis Caused by Perforated Left-sided Colon Diverticulitis,3834,1,1,1,2,100.0,0,1,0,1,134,18.0,65.0,47.0,0,1,1,0,0,0,0,0,0,0,0,0,1
NCT01313767,MEDITOXIN® Versus BOTOX® in the Treatment of Post-stroke Spasticity of the Upper Limb Spasticity,PHASE3,196.0,INDUSTRY,Spasticity,335,1,1,2,2,196.0,1,0,0,0,1904,20.0,65.0,47.0,0,0,1,1,0,0,0,0,0,0,0,0,0
NCT01333670,Efficacy of Prontosan Solution on Chronic Ulcers,PHASE3,289.0,OTHER,"Pressure Ulcer, Chronic Wound Care, Wound Cleansing",611,6,1,2,2,48.166666666666664,1,4,6,10,620,18.0,65.0,47.0,0,0,1,0,0,0,0,0,0,0,0,0,1
NCT05024253,Perioperative Use of Tranexamic (TXA) in Bone Tumor Surgery Will Change in Blood Loss and Transfusion Requirements.,PHASE3,48.0,OTHER,"Ewing Sarcoma of Bone, Osteosarcoma",913,1,1,2,2,48.0,1,0,0,0,479,4.0,18.0,14.0,0,0,1,0,0,0,0,0,0,0,0,0,0
NCT00287079,A Prospective Study Looking at the Use of Rebif® in Subjects With Clinically Isolated Syndrome,PHASE3,35.0,INDUSTRY,Clinically Isolated Syndrome,1126,1,1,2,2,35.0,1,9,8,17,1942,1.5,65.0,63.5,0,0,1,1,0,0,0,0,0,0,0,0,0
NCT01731600,"A Multinational, Open-Label, Non-Controlled Trial on Safety, Efficacy and Pharmacokinetics of NNC 0129-0000-1003 in Previously Treated Paediatric Patients With Severe Haemophilia A",PHASE3,68.0,INDUSTRY,"Congenital Bleeding Disorder, Haemophilia A",2046,51,16,1,1,1.3333333333333333,0,2,0,2,348,0.0,11.0,11.0,1,0,1,1,0,0,0,0,0,0,0,0,0
NCT02322320,"Continued, Long-Term Follow-Up and Lenalidomide Maintenance Therapy for Patients on BMT CTN 0702 Protocol (BMT CTN 07LT)",PHASE3,273.0,NIH,Multiple Myeloma,1529,42,1,3,1,6.5,1,0,0,0,2409,18.0,70.0,52.0,0,0,1,0,0,0,0,0,0,0,0,0,1
NCT05586789,A Study of the Efficacy and Safety of Ranquilon Tablets in Patients With Anxiety in Neurasthenia and Adjustment Disorders,PHASE3,220.0,INDUSTRY,"Anxiety, Neurasthenia, Adjustment Disorders",83,10,1,2,2,22.0,1,0,0,0,5537,18.0,70.0,52.0,0,0,1,1,0,0,0,0,0,0,0,0,0
NCT00679510,Rosuvastatin in Rheumatoid Arthritis (RORA),PHASE2/PHASE3,50.0,OTHER,Rheumatoid Arthritis,1432,1,1,2,2,50.0,1,3,4,7,1142,40.0,65.0,47.0,0,1,1,0,0,0,0,0,0,0,0,0,0
NCT06244303,Clinical Research Study to Assess the Efficacy of Two Brushing Regimens in the Reduction of Established Dental Plaque and Gingivitis.,PHASE3,82.0,INDUSTRY,"Gingivitis, Plaque",85,1,1,2,2,82.0,1,7,13,20,1557,18.0,70.0,52.0,0,0,1,1,0,0,0,0,0,0,0,0,0
NCT02674399,A Phase 2 Study to Evaluate the Efficacy and Safety of JointStem in Treatment of Osteoarthritis,PHASE2,28.0,INDUSTRY,"Osteoarthritis, Knee",1046,2,1,2,2,14.0,1,10,26,36,3234,22.0,60.0,38.0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCT03084536,PECS Block vs. Multimodal Analgesia for Prevention of Persistent Postoperative Pain in Breast Surgery,PHASE2,134.0,OTHER,"Breast Cancer, Breast Cancer Female, Cancer of Breast",1359,1,1,2,6,134.0,1,4,8,12,1472,18.0,65.0,47.0,1,1,0,0,1,0,0,0,0,0,0,0,1
NCT06019000,Study of CYR-064 Versus Placebo in Patients.,PHASE2,151.0,INDUSTRY,Hyposmia,787,14,1,3,1,10.785714285714286,1,5,14,19,2954,18.0,70.0,52.0,0,1,0,1,0,0,0,0,0,0,0,0,1
NCT02466997,Efficacy of Tacrolimus in Adults With Facial Non-segmental Vitiligo - VITAC,PHASE3,42.0,OTHER,Vitiligo,950,4,1,2,2,10.5,1,0,0,0,1282,18.0,65.0,47.0,0,0,1,0,0,0,0,0,0,0,0,0,0
NCT01121562,Efficacy And Safety Of Sunitinib In Patients With Advanced Well-Differentiated Pancreatic Neuroendocrine Tumors,PHASE2,12.0,INDUSTRY,Pancreatic Neuroendocrine Tumors,1218,4,1,1,1,3.0,0,1,1,2,227,20.0,65.0,47.0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCT05140863,To Evaluate the Efficacy and Safety of HSK16149 Capsule in Chinese Patients With Postherpetic Neuralgia,PHASE3,372.0,INDUSTRY,Postherpetic Neuralgia,430,2,1,3,3,186.0,1,0,0,0,2310,18.0,75.0,57.0,0,0,1,1,0,0,0,0,0,0,0,0,1
NCT04346316,A Phase II Study in Patients With Alopecia Areata,PHASE2,94.0,INDUSTRY,Alopecia Areata,412,34,3,4,1,2.764705882352941,1,2,3,5,397,18.0,65.0,47.0,0,1,0,1,0,0,0,0,0,0,0,0,1
NCT03650270,Childhood Convulsive Status Epilepticus Management In A Resource Limited Setting,PHASE3,198.0,OTHER,Pediatric Status Epilepticus,1096,1,1,2,1,198.0,1,1,1,2,165,0.08333333333333333,15.0,14.916666666666666,0,0,1,0,0,0,0,0,0,0,0,0,1
NCT03135535,Micro-mobile Foot Compression and Diabetic Foot,PHASE2,30.0,OTHER,"Diabetes, PAD, Lower Extremity Edema, Neuropathy;Peripheral, Foot Ulcer, Diabetic",1473,1,1,1,1,30.0,0,4,7,11,931,18.0,65.0,47.0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCT04505410,Second Line Induction Therapy and Healthy Diet for Patients With Ulcerative Colitis,PHASE3,32.0,OTHER,Ulcerative Colitis,1175,1,1,2,2,32.0,1,0,0,0,1482,18.0,65.0,47.0,0,0,1,0,0,0,0,0,0,0,0,0,0
NCT03379675,"A Study to Explore the Antiviral Activity, Clinical Outcomes, Safety, Tolerability, and Pharmacokinetics of JNJ-53718678 at Two Dose Levels in Non-Hospitalized Adult Participants Infected With Respiratory Syncytial Virus",PHASE2,72.0,INDUSTRY,Respiratory Syncytial Virus Infections,688,124,19,3,3,0.5806451612903226,1,5,7,12,2147,18.0,65.0,47.0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCT00070174,Gemtuzumab Ozogamicin in Treating Young Patients With Newly Diagnosed Acute Myeloid Leukemia Undergoing Remission Induction and Intensification Therapy,PHASE2,350.0,NETWORK,Leukemia,3653,148,5,1,11,2.364864864864865,0,31,0,31,2357,18.0,65.0,47.0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCT02453009,Addition of Enzalutamide to First Line Docetaxel for Castration Resistant Prostate Cancer,PHASE2,246.0,OTHER,Prostatic Neoplasms,1642,1,1,2,3,246.0,1,0,0,0,3671,18.0,65.0,47.0,1,1,0,0,0,0,0,0,0,0,0,0,1
NCT00513955,Combination Chemotherapy With or Without Bortezomib in Treating Patients With Relapsed or Refractory Mantle Cell Lymphoma,PHASE2,50.0,OTHER,Lymphoma,3045,25,1,1,7,2.0,0,9,16,25,1910,18.0,65.0,47.0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCT02168101,Determining the Feasibility of MLN9708 as Maintenance After Allogeneic Stem Cell Transplant for Multiple Myeloma,PHASE2,9.0,OTHER,Multiple Myeloma,1585,4,1,3,1,2.25,1,0,0,0,3821,18.0,70.0,52.0,0,1,0,0,0,0,0,0,0,0,0,0,0
NCT03689855,Ramucirumab and Atezolizumab After Progression on Any Immune Checkpoint Blocker in NSCLC,PHASE2,21.0,OTHER,"Non-small Cell Lung Cancer, Non Small Cell Lung Cancer, NSCLC",1783,1,1,1,4,21.0,0,12,22,34,8690,18.0,65.0,47.0,0,1,0,0,1,0,0,0,0,0,0,0,0
